quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude,dist_tram_m,tram_500m,intersect_500m,tt_centre_min,tt_cfc_min,tt_maarif_min,tt_sidi_maarouf_min,tt_port_min,n_ecoles_500m,n_ecoles_1km,dist_ecole_m,n_banques_500m,n_banques_1km,dist_banque_m,n_malls_500m,n_malls_1km,dist_mall_m,dist_mer_m,dist_parc_m,n_parcs_1km,surface_verte_m2_1km,nuisance_route_500m,n_industries_500m,n_fuel_500m,haut standing,log_prix_m2,log_surface_m2
Les Hopitaux,Appartement,15625.0,Bon état,144,33.584,-7.598,86.16475996416162,1,198,6.4,24.4,10.2,20.3,7.9,1,12,471.8008773303524,3,22,36.4706250244772,0,1,524.1440908306643,2022.173450146973,712.6310545760888,6,21081.0,3466.3,0,4,0,9.656627474604603,4.969813299576001
Anfa,Appartement,25145.0,Bon état,173,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,0,10.13241434860607,5.153291594497779
Sidi Moumen,Appartement,8315.0,Bon état,92,33.5895,-7.5178,1159.226632445389,0,135,29.3,45.7,33.5,40.2,24.6,0,2,841.9992581093699,4,6,167.352537206619,0,0,1973.08983975726,3824.806072287085,1270.958757491938,0,0.0,0.0,0,0,0,9.025816391627028,4.52178857704904
Val Fleury,Appartement,18471.0,Bon état,85,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.82395721357932,4.442651256490317
Belvedere,Appartement,13065.0,Bon état,124,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.477692177954713,4.820281565605037
Hay Hassani,Appartement,13214.0,Bon état,69,33.5559,-7.6694,1061.437034671273,0,283,18.6,5.2,13.6,9.5,26.6,0,10,553.47482728959,0,15,606.5549394007352,0,1,993.799108621049,3891.858342292081,389.028154924507,1,174224.6,0.0,0,0,0,9.48903215258983,4.23410650459726
Salam,Villa,19043.0,Bon état,470,33.5487,-7.6411,533.0965505090044,0,154,15.5,7.4,11.4,3.3,23.3,3,9,301.0779371521749,0,8,533.664299097827,1,1,447.7300658055582,6214.477068584728,374.8826423566222,14,16276.2,5463.8,0,0,0,9.854454858958817,6.152732694704104
Ain Diab,Villa,20502.0,Bon état,2090,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.928277721343347,7.644919344958857
Ain Sebaa,Appartement,11500.0,Bon état,104,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.350102314351341,4.644390899141372
Val Fleury,Appartement,18471.0,Bon état,85,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.82395721357932,4.442651256490317
Belvedere,Appartement,14120.0,Bon état,108,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.555347511047232,4.68213122712422
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711,965.0674461353242,0,82,14.4,34.0,19.2,29.6,8.8,0,0,1817.718081919226,1,2,433.5282232699337,0,0,2554.876575642303,938.1474814334251,151.5137400760343,6,59610.7,2072.5,0,0,0,9.662307313735766,3.891820298110626
Triangle d'Or,Appartement,22741.0,A renover,343,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,0,10.03192474171143,5.837730447165939
Racine,Appartement,25000.0,Recent,260,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,10.12663110385034,5.560681631015528
Ain Sebaa,Appartement,12294.0,Bon état,72,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.416866617466955,4.276666119016055
Anfa,Duplex,20833.0,Bon état,120,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,1,9.944293546928382,4.787491742782046
Maarif Extension,Appartement,19817.0,Bon état,164,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,9.894295434167212,5.099866427824199
Ain Diab,Appartement,27219.0,Bon état,169,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,10.21167053783774,5.129898714923073
Ain Sebaa,Appartement,10000.0,Bon état,80,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.210340371976184,4.382026634673881
Ain Diab Extension,Appartement,13725.0,Bon état,204,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.526974266377731,5.318119993844216
Oasis,Appartement,20923.0,Neuf,65,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,0,9.94860431133925,4.174387269895637
Anfa,Villa,15417.0,Bon état,960,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,0,9.643226075660339,6.866933284461882
Mers Sultan,Studio,15273.0,Bon état,55,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.633841842570446,4.007333185232471
Ain Diab Extension,Appartement,15079.0,Bon état,126,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.621058326365796,4.836281906951478
Maarif Extension,Appartement,12967.0,Bon état,91,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,9.470162947548884,4.51085950651685
Val Fleury,Appartement,15725.0,Bon état,131,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.663007081568642,4.875197323201151
Belvedere,Appartement,13978.0,Bon état,93,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.545239944037075,4.532599493153256
Sidi Maarouf,Appartement,10024.0,Neuf,118,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.212737496575905,4.770684624465665
Ain Sebaa,Appartement,19048.0,Bon état,42,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.854717388166698,3.737669618283368
Ain Sebaa,Appartement,9500.0,Bon état,109,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.159047077588632,4.691347882229143
Ain Sebaa,Appartement,11721.0,Bon état,104,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.36913738372318,4.644390899141372
Val Fleury,Appartement,20139.0,Bon état,72,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.910413512606862,4.276666119016055
Belvedere,Appartement,12893.0,Bon état,121,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.464439807410837,4.795790545596741
Roches Noires,Appartement,15714.0,Neuf,49,33.6001,-7.5711,965.0674461353242,0,82,14.4,34.0,19.2,29.6,8.8,0,0,1817.718081919226,1,2,433.5282232699337,0,0,2554.876575642303,938.1474814334251,151.5137400760343,6,59610.7,2072.5,0,0,0,9.662307313735766,3.891820298110626
Californie,Appartement,15596.0,Bon état,109,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.654769750102489,4.691347882229143
Maarif Extension,Appartement,15802.0,Recent,162,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,9.667891793282678,5.087596335232384
Californie,Villa,15333.0,Bon état,1500,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.63776264743639,7.313220387090301
Ain Diab,Maison,28333.0,Bon état,300,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,1,10.25178248202926,5.703782474656201
Ain Diab,Villa,20399.0,Recent,451,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.923241159022965,6.111467339502679
Oulfa,Villa,8000.0,Bon état,350,33.5368,-7.6572,833.5040378000114,0,60,21.3,2.8,16.8,4.1,29.2,2,8,271.617575595435,0,3,635.7885927742001,0,0,1308.132165664691,6292.724234225559,1553.081495273229,0,0.0,3487.4,0,0,1,8.987196820661973,5.857933154483459
Ain Diab Extension,Appartement,13725.0,Bon état,204,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.526974266377731,5.318119993844216
Californie,Appartement,19895.0,Neuf,191,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,1,9.89822372286103,5.25227342804663
Gauthier,Appartement,23383.0,Bon état,201,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,10.05976454159339,5.303304908059076
Ain Diab Extension,Villa,14441.0,A renover,367,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.577826662126565,5.905361848054571
Oulfa,Appartement,101282.0,Bon état,78,33.5368,-7.6572,833.5040378000114,0,60,21.3,2.8,16.8,4.1,29.2,2,8,271.617575595435,0,3,635.7885927742001,0,0,1308.132165664691,6292.724234225559,1553.081495273229,0,0.0,3487.4,0,0,0,11.52566398441842,4.356708826689592
Polo,Villa,19118.0,Bon état,680,33.584,-7.652,1823.022404316051,0,353,9.6,15.3,5.5,15.7,16.8,5,25,173.0283446003575,3,25,413.8541762787918,0,0,1077.073075695572,2336.257542589962,820.5022778310127,2,31804.4,1968.5,0,4,1,9.858385578623707,6.522092798170152
Belvedere,Appartement,10000.0,Bon état,124,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.210340371976184,4.820281565605037
Les Princesses,Appartement,13333.0,Bon état,150,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,9.497997444115459,5.010635294096256
Maarif,Appartement,25000.0,Bon état,52,33.578,-7.63,516.1618040869354,0,370,5.0,16.3,1.3,13.9,13.1,4,20,24.99190181775799,14,62,398.5943794644788,0,0,1039.590736742931,2854.671279154411,262.0862290850807,9,85359.3,0.0,0,1,0,10.12663110385034,3.951243718581428
Triangle d'Or,Appartement,16000.0,Bon état,100,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,0,9.680344001221918,4.605170185988092
Val Fleury,Appartement,18706.0,Bon état,85,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.836599606994497,4.442651256490317
Belvedere,Appartement,12823.0,Bon état,124,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.458995712459116,4.820281565605037
Sidi Maarouf,Appartement,13440.0,Neuf,123,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.50599061407714,4.812184355372417
Ferme Bretonne,Appartement,27167.0,Bon état,60,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,0,10.20975828042422,4.0943445622221
Val Fleury,Appartement,18353.0,Bon état,85,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.817548327858471,4.442651256490317
Belvedere,Appartement,13146.0,Bon état,89,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.483872808823522,4.48863636973214
Mers Sultan,Appartement,12438.0,Bon état,201,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.428511581663834,5.303304908059076
Triangle d'Or,Appartement,20690.0,Bon état,116,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,0,9.93740577073959,4.753590191106364
Gauthier,Appartement,16571.0,Bon état,175,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.715409458629793,5.164785973923514
Racine,Appartement,22500.0,Bon état,120,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,10.02127058819251,4.787491742782046
Gauthier,Appartement,15349.0,Bon état,215,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.638805604313408,5.370638028127662
Californie,Villa,18328.0,Bon état,682,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,1,9.816185224133331,6.525029657843462
Ferme Bretonne,Duplex,22344.0,Bon état,64,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,1,10.01431310762501,4.158883083359671
Ferme Bretonne,Studio,22833.0,Bon état,60,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,1,10.0359621369355,4.0943445622221
Ferme Bretonne,Appartement,15972.0,Bon état,144,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,1,9.678592468183112,4.969813299576001
Bourgogne Ouest,Appartement,23684.0,Neuf,57,33.5895,-7.6156,228.6013139598524,1,239,1.1,22.0,5.9,19.1,7.4,1,20,481.616359297559,38,113,107.1278108274494,1,2,260.4784121743854,1310.159668709335,382.8151670100606,6,259448.4,0.0,0,1,0,10.07255499365167,4.04305126783455
Les Princesses,Appartement,24444.0,Neuf,45,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,10.10414006601481,3.80666248977032
Les Princesses,Appartement,22642.0,Neuf,53,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,10.02756186763805,3.970291913552122
Oasis,Appartement,22500.0,Bon état,40,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,0,10.02127058819251,3.688879454113936
Californie,Villa,43750.0,Bon état,400,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,10.68624689178576,5.991464547107982
Les Princesses,Appartement,15038.0,Neuf,133,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,9.618335609937972,4.890349128221754
Maarif Extension,Appartement,20290.0,Neuf,69,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,9.91788343281986,4.23410650459726
Ain Diab Extension,Appartement,13148.0,Bon état,270,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.48402493478411,5.598421958998375
Palmier,Appartement,15714.0,Bon état,140,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,9.662307313735766,4.941642422609304
Les Princesses,Appartement,25000.0,Recent,80,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,10.12663110385034,4.382026634673881
Val Fleury,Appartement,15152.0,Bon état,132,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,0,9.625887815425859,4.882801922586371
Val Fleury,Appartement,20833.0,Bon état,72,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,1,9.944293546928382,4.276666119016055
Belvedere,Appartement,10946.0,Bon état,148,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.300729371703863,4.997212273764115
Hay Hassani,Appartement,13291.0,Bon état,76,33.5559,-7.6694,1061.437034671273,0,283,18.6,5.2,13.6,9.5,26.6,0,10,553.47482728959,0,15,606.5549394007352,0,1,993.799108621049,3891.858342292081,389.028154924507,1,174224.6,0.0,0,0,0,9.494842393421333,4.330733340286331
Sidi Maarouf,Appartement,13537.0,Neuf,105,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.513181956185786,4.653960350157523
Ain Sebaa,Appartement,14483.0,Bon état,87,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.580730826800856,4.465908118654584
Ferme Bretonne,Appartement,27321.0,Bon état,56,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,0,10.21541091623593,4.02535169073515
Ain Diab Extension,Appartement,14393.0,Bon état,173,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,9.57449725626267,5.153291594497779
Belvedere,Appartement,14074.0,Bon état,108,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.552084402526495,4.68213122712422
Racine,Appartement,16944.0,Bon état,180,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.737669067841187,5.19295685089021
