osm_id,lat,lon
9861708,33.5796646,-7.7059405
9861708,33.5789289,-7.70653
187342800,33.6409103,-7.5017819
187342800,33.6404726,-7.5023049
187342800,33.6402716,-7.5027609
187342800,33.6400617,-7.5038874
187342800,33.6398876,-7.5041074
187342800,33.6391135,-7.5044355
187342800,33.638422,-7.5053489
187342800,33.6380587,-7.5064597
187342800,33.6375585,-7.5073716
187342800,33.6363991,-7.5092076
187342800,33.6358183,-7.5096424
187342800,33.6365312,-7.5100806
187342800,33.6365681,-7.5102952
187342800,33.636673,-7.5104602
187342800,33.6365234,-7.5107297
187342800,33.6362454,-7.5105929
187342800,33.6361684,-7.5106332
187342800,33.6356166,-7.5102032
187342800,33.6330743,-7.5137359
187342800,33.6309381,-7.5180069
187342800,33.6298473,-7.5197747
187342800,33.6282535,-7.521671
187342800,33.626725,-7.5251252
187342800,33.6251109,-7.5279192
187342800,33.6253225,-7.5286335
1349499480,33.5557435,-7.746445
1349499480,33.5533229,-7.751238
